,categories
18599,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
18600,"[{'alias': 'burgers', 'title': 'Burgers'}]"
18601,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'movietheaters', 'title': 'Cinema'}, {'alias': 'lounges', 'title': 'Lounges'}]"
18602,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]"
18603,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
18604,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]"
18605,"[{'alias': 'southern', 'title': 'Southern'}]"
18606,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
18607,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18608,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
18609,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
18610,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
18611,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]"
18612,"[{'alias': 'poolhalls', 'title': 'Pool Halls'}, {'alias': 'bars', 'title': 'Bars'}]"
18613,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}]"
18614,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
18615,"[{'alias': 'pizza', 'title': 'Pizza'}]"
18616,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
18617,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
18618,"[{'alias': 'chinese', 'title': 'Chinese'}]"
18619,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
18620,"[{'alias': 'tea', 'title': 'Tea Rooms'}]"
18621,"[{'alias': 'irish_pubs', 'title': 'Irish Pub'}]"
18622,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18623,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]"
18624,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}]"
18625,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
18626,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
18627,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}]"
18628,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]"
18629,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'cheesesteaks', 'title': 'Cheesesteaks'}]"
18630,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
18631,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
18632,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18633,"[{'alias': 'steak', 'title': 'Steakhouses'}]"
18634,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18635,"[{'alias': 'peruvian', 'title': 'Peruvian'}]"
18636,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18637,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'catering', 'title': 'Caterers'}]"
18638,"[{'alias': 'bangladeshi', 'title': 'Bangladeshi'}, {'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}]"
18639,"[{'alias': 'indpak', 'title': 'Indian'}]"
18640,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
18641,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
18642,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
18643,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
18644,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'vegan', 'title': 'Vegan'}]"
18645,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18646,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18647,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'lebanese', 'title': 'Lebanese'}]"
18648,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
18649,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
18650,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18651,"[{'alias': 'chinese', 'title': 'Chinese'}]"
18652,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'burgers', 'title': 'Burgers'}]"
18653,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
18654,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
18655,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}]"
18656,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
18657,"[{'alias': 'latin', 'title': 'Latin American'}]"
18658,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}]"
18659,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
18660,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pizza', 'title': 'Pizza'}]"
18661,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
18662,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]"
18663,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
18664,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18665,"[{'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]"
18666,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}]"
18667,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'bars', 'title': 'Bars'}]"
18668,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]"
18669,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]"
18670,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]"
18671,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
18672,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]"
18673,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18674,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18675,"[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'chinese', 'title': 'Chinese'}]"
18676,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]"
18677,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cookingclasses', 'title': 'Cooking Classes'}]"
18678,"[{'alias': 'caribbean', 'title': 'Caribbean'}]"
18679,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18680,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18681,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'cabaret', 'title': 'Cabaret'}]"
18682,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
18683,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18684,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]"
18685,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'seafood', 'title': 'Seafood'}]"
18686,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]"
18687,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]"
18688,"[{'alias': 'chinese', 'title': 'Chinese'}]"
18689,"[{'alias': 'chinese', 'title': 'Chinese'}]"
18690,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
18691,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18692,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'japanese', 'title': 'Japanese'}]"
18693,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]"
18694,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
18695,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18696,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'italian', 'title': 'Italian'}]"
18697,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'seafood', 'title': 'Seafood'}]"
18698,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18699,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18700,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18701,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18702,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'halal', 'title': 'Halal'}]"
18703,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'importedfood', 'title': 'Imported Food'}]"
18704,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
18705,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18706,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]"
18707,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}]"
18708,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
18709,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
18710,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
18711,"[{'alias': 'indpak', 'title': 'Indian'}]"
18712,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
18713,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]"
18714,"[{'alias': 'chinese', 'title': 'Chinese'}]"
18715,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]"
18716,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18717,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bagels', 'title': 'Bagels'}]"
18718,"[{'alias': 'groomer', 'title': 'Pet Groomers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
18719,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]"
18720,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]"
18721,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}]"
18722,"[{'alias': 'chinese', 'title': 'Chinese'}]"
18723,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'bangladeshi', 'title': 'Bangladeshi'}]"
18724,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}]"
18725,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}]"
18726,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]"
18727,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]"
18728,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]"
18729,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'chinese', 'title': 'Chinese'}]"
18730,"[{'alias': 'indpak', 'title': 'Indian'}]"
18731,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
18732,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]"
18733,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]"
18734,"[{'alias': 'italian', 'title': 'Italian'}]"
18735,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'lounges', 'title': 'Lounges'}]"
18736,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18737,"[{'alias': 'pizza', 'title': 'Pizza'}]"
18738,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
18739,"[{'alias': 'cupcakes', 'title': 'Cupcakes'}]"
18740,"[{'alias': 'african', 'title': 'African'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]"
18741,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
18742,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18743,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
18744,"[{'alias': 'salvadoran', 'title': 'Salvadoran'}]"
18745,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}]"
18746,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
18747,"[{'alias': 'golf', 'title': 'Golf'}]"
18748,"[{'alias': 'szechuan', 'title': 'Szechuan'}]"
18749,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]"
18750,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]"
18751,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
18752,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]"
18753,"[{'alias': 'latin', 'title': 'Latin American'}]"
18754,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
18755,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'divebars', 'title': 'Dive Bars'}]"
18756,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18757,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bars', 'title': 'Bars'}]"
18758,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}]"
18759,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'southern', 'title': 'Southern'}]"
18760,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
18761,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]"
18762,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
18763,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]"
18764,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]"
18765,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
18766,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]"
18767,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
18768,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18769,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}]"
18770,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]"
18771,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18772,"[{'alias': 'tacos', 'title': 'Tacos'}]"
18773,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
18774,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}]"
18775,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18776,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'wholesalers', 'title': 'Wholesalers'}]"
18777,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
18778,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
18779,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'salad', 'title': 'Salad'}]"
18780,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'mexican', 'title': 'Mexican'}]"
18781,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18782,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
18783,"[{'alias': 'mexican', 'title': 'Mexican'}]"
18784,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
18785,"[{'alias': 'pizza', 'title': 'Pizza'}]"
18786,"[{'alias': 'french', 'title': 'French'}]"
18787,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
18788,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'bakeries', 'title': 'Bakeries'}]"
18789,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
18790,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
18791,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'salad', 'title': 'Salad'}]"
18792,"[{'alias': 'pizza', 'title': 'Pizza'}]"
18793,"[{'alias': 'cuban', 'title': 'Cuban'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
18794,"[{'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
18795,"[{'alias': 'pizza', 'title': 'Pizza'}]"
18796,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
18797,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
18798,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
18799,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
18800,"[{'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'ethiopian', 'title': 'Ethiopian'}]"
18801,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]"
